peak_value,fwhm,prominence,local_cv,qc_hom_vis,snr_db,label
0.18214860238757494,431.37888492600575,4.797231303267679,0.4806564958937547,0.5140588763478587,-16,0
0.1679038805095637,454.7224119713831,5.148580599945187,0.4759799365904267,0.6229498099572918,-18,0
0.8931510486299011,411.4905906598457,5.125852123249915,0.5111023172724493,1.002070733898368,6,1
0.830950779571805,420.2431672564888,5.081538615358231,0.4976089378405521,0.980750342739236,4,1
0.191376,514.0,4.439,0.5078,0.652637,-15,1
0.802558,420.0,5.1587,0.5065,0.921484,3,1
0.476316,420.0,5.2298,0.5016,0.711377,-5,1
0.14207806138513715,426.09079254953167,4.91524311566605,0.5050080614461596,0.6328502533788269,-17,0
0.8500080827297226,412.0790206429592,5.0989547653779335,0.5057327096505823,0.9773528617082301,4,1
0.7174475271684493,435.79389934611004,5.00578912502852,0.4941600792585992,0.8616703673785817,0,1
0.6493894053795237,428.31834824759335,4.977019262908102,0.4963452402068047,0.7965852826031947,-2,1
0.311101,451.0,5.0819,0.4945,0.540625,-10,1
0.711425,431.0,5.049,0.4915,0.865771,0,1
0.381593,397.0,5.0946,0.5032,0.700781,-7,1
0.6659823834273424,415.15678534511494,5.182402401159514,0.504352183588811,0.7943854716204692,-1,1
0.49400409620500507,431.2667496050539,4.952324967372071,0.4776138218771722,0.6312981403759479,-5,1
0.2970370607662991,425.55423356111436,5.057586882630714,0.4818479311927936,0.6131345427290192,-12,1
0.1394572837918084,447.3871900199229,5.274561612562515,0.47366549532368707,0.6148550212755165,-19,0
0.42122942105036987,427.9549928572201,5.001328442673286,0.4830803667187235,0.6735903620037361,-7,1
0.3458931605977498,479.4303918981319,5.003705777392453,0.47228994432681354,0.5935123467867481,-8,1
0.353653,419.0,5.0438,0.4944,0.70249,-10,1
0.11733415691913755,351.2428360212464,5.351069677681519,0.5215046499315965,0.6380878967698228,-19,0
0.8371305870757277,412.93507106167164,5.107595742623943,0.49473795579118846,0.9921341107990249,4,1
0.84482,425.0,5.0307,0.4927,0.986426,4,1
0.295943190997241,451.66856752716774,4.671611024438378,0.4735856411079133,0.6626905036674116,-10,1
0.594267,455.0,4.9583,0.501,0.723926,-2,1
0.8785566878402122,440.89047994366496,5.035697623123468,0.5032521205446557,0.9945747724802119,5,1
0.188975,419.0,5.192,0.4956,0.606348,-14,1
0.8298516960829594,415.08080469538004,5.081163615355436,0.5044132886705218,0.974946773604016,3,1
0.169394,399.0,5.4414,0.4655,0.623145,-17,0
0.5321477062721187,448.0230075089911,5.110211155131506,0.503413033853835,0.7099193538327785,-3,1
0.873692,410.0,5.1167,0.5036,0.992383,5,1
0.1857091609306996,425.7590832803651,4.761275895271636,0.48046409708435234,0.6317177897734683,-16,0
0.5020895781150214,384.75523040203143,5.178789361495125,0.4989489688623768,0.75776398403723,-4,1
0.8659948114751779,435.547935666049,5.079170499576892,0.5041233334845968,0.9934927271541901,5,1
0.5715243318387029,432.7648388238007,5.029051322376309,0.4993325328507123,0.6720210481019888,-3,1
0.26906329181706234,434.01227088817876,5.149560464199228,0.4814655585875609,0.7452500259770843,-14,1
0.8633419922635662,409.0548425953988,5.103167915163046,0.4948888313627977,0.9847425353194049,5,1
0.3708302701307057,397.79801949409136,5.021231327525047,0.4875453195104996,0.7302089915957497,-9,1
0.13877694062024495,471.3620539678758,4.840372995536795,0.49479912191458875,0.6554077443351843,-18,0
0.5280765644474875,410.0347554837067,5.194201512280016,0.4958123687320441,0.6793264562838179,-3,1
0.450257318677845,395.8745501774473,5.070267908982839,0.48727250422405294,0.6772868872552089,-6,1
0.788162,398.0,5.1468,0.4946,0.911182,2,1
0.460727,483.0,4.9344,0.4889,0.658691,-6,1
0.83908,398.0,5.1331,0.5064,0.983691,4,1
0.7272900287381814,439.41415774177113,5.011787702907025,0.5047818890992091,0.8631670306254047,1,1
0.3640045693081213,469.24000058866375,4.750286922178128,0.47522998614045314,0.6793979190201335,-9,1
0.6831051582437097,396.0696273958101,5.2331925977386256,0.507250885362448,0.7569829845081965,0,1
0.19414320219471887,435.7706158606005,4.80781845427496,0.4964140321059995,0.569136996704671,-16,0
0.2022253657524806,455.5948067360375,5.161281102908748,0.5003465498574742,0.5898263121621724,-15,1
0.26772882033340045,403.70907011436617,4.963007197780641,0.5009751388721848,0.6835986782585006,-11,1
0.5752428426349332,390.42055240616264,5.109794150762965,0.5036673959100626,0.7326503628081629,-4,1
0.16764519842346057,450.59029988026964,5.071595503121724,0.47379501481915065,0.635866771192371,-15,1
0.14838010112726474,387.13611498261866,5.163017788970619,0.49445254125910154,0.5582700025704737,-17,0
0.6403955961257243,389.80497041965737,5.182727736538332,0.5031252375503417,0.7265145107118949,-2,1
0.3703646456999237,377.48119733640925,5.0414056374017315,0.4967217777221489,0.6920071895577761,-9,1
0.4776768236345164,351.8427005278766,5.4685362372986175,0.49810920225076305,0.7343442868706098,-5,1
0.094821,462.0,5.8603,0.5028,0.651172,-20,0
0.21275156577603058,392.7307544008145,4.859214177033022,0.5072996023510269,0.6178745736223442,-13,1
0.12557342038472752,413.13265975697334,4.821107505020819,0.49369106107244637,0.5651165587827561,-20,0
0.18119401683079348,392.96551115076767,4.880608657710142,0.4990976217170808,0.6645184207260586,-14,1
0.6516593078409123,435.7412705188854,4.989015857191029,0.48669856337673867,0.8259844105919387,-1,1
0.31555809516510797,431.281366995922,5.204759196579141,0.4921046315107358,0.6986442895429833,-10,1
0.13488500977972406,382.54614804891946,5.397883916958627,0.5066255176986622,0.7484111213398171,-16,0
0.330591,468.0,5.0098,0.4902,0.622705,-9,1
0.5508214441857539,437.3735248650362,5.138671378542592,0.4997594122633862,0.7271940093354382,-4,1
0.6635254187589521,407.95593929278067,5.094448516535586,0.49909208890353324,0.7738942652263345,-1,1
0.2142326168919813,439.1932237623869,4.85833834646094,0.49700334866916285,0.6432927784755176,-14,1
0.17194970686519798,456.6014792722557,5.708859445691013,0.5086873864227808,0.6151775755235037,-19,0
0.56724982521982,426.22944746293706,5.010883531365091,0.4813459771688478,0.7237272823305878,-3,1
0.89086475484783,393.43918737903164,5.3084841155158315,0.5065868273941139,0.975950204374612,6,1
0.143849,441.0,4.5891,0.4489,0.672705,-17,0
0.11474,427.0,4.9463,0.5278,0.552783,-17,0
0.479222,404.0,5.4054,0.4835,0.711719,-5,1
0.39080858277261565,425.0419426726175,5.206703475333396,0.4850883955515346,0.7051944585539668,-7,1
0.5235111434618602,420.7278350368984,5.122172589957355,0.4805013878923754,0.7266720115528957,-4,1
0.181609,438.0,4.8093,0.4882,0.657568,-12,1
0.9091825213638657,429.2761269089691,5.115413961121749,0.5034578713386603,1.0046899485834435,6,1
0.4909025215948723,423.965700685442,5.0170955565286866,0.4903888319320004,0.6752635444089657,-5,1
0.5985070705205314,454.043394154029,4.966421398925464,0.5007386732781172,0.7334977466314574,-2,1
0.1713914483719903,458.1787476283594,5.032603891554562,0.4557764393236962,0.617458085773575,-12,1
0.7257462067920059,404.1616258770896,5.102890029829817,0.5037560289359955,0.870554955696581,1,1
0.5122813522090954,444.7470879351878,5.0545377292968015,0.4865539104507349,0.7480451979731468,-5,1
0.37585875058074514,411.5982195919087,5.155900131675524,0.477512763830336,0.65363520065682,-8,1
0.26486855626949757,432.051063598925,5.138940543022719,0.4812502212610324,0.7413084924557924,-14,1
0.08535367303243271,375.4396778650364,5.660736993410941,0.47966111169574194,0.6215028835059725,-20,0
0.194906,429.0,4.7608,0.4805,0.637012,-16,0
0.44619,462.0,4.9323,0.4902,0.675098,-6,1
0.5484704985192131,447.10723201839517,5.1108385665012115,0.5032456673619222,0.7130811479413213,-3,1
0.7981875534191204,396.9966809020561,5.195818445187024,0.5039629460291168,0.9385384789160358,2,1
0.2625704421963933,432.8718781628778,5.025692402471704,0.49093135176602215,0.6623736958870301,-10,1
0.20981,443.0,5.1519,0.4884,0.644141,-13,1
0.273512,411.0,5.5096,0.4839,0.623584,-11,1
0.12802835261530932,366.8885641401083,4.54463108806325,0.48596931244015823,0.6307167859346089,-17,0
0.182064,412.0,5.0545,0.4768,0.6479,-14,1
0.7759613556600976,432.25660768841027,5.03230090362154,0.5059162266996015,0.9414015083009823,2,1
0.20747689775665004,426.7368697492363,5.181394404610149,0.5170256685420909,0.6255209316861055,-15,1
0.8349185182408165,430.80342422900003,5.039659359023695,0.5055724835188354,0.9865328558685392,4,1
0.130626,352.0,5.2974,0.4886,0.646729,-17,0
0.89884,416.0,5.1047,0.5046,0.998877,6,1
0.3842771113616114,434.0682126966118,4.987856673524753,0.49617972503476515,0.6672823274428136,-7,1
0.17642009045920024,465.61609807839454,5.057734035520007,0.48634410492342706,0.703098756273584,-16,0
0.37076483964444734,398.9022990237251,5.028345306271644,0.4874090964195869,0.7325617552051048,-9,1
0.1414889429975069,373.85389171459946,5.252628706797436,0.47871033112538025,0.616949204627026,-17,0
0.117664,346.0,5.5698,0.4923,0.656445,-17,0
0.378479,440.0,4.9921,0.4808,0.665039,-8,1
0.726671,425.0,5.1232,0.4977,0.869434,1,1
0.23750022329595996,450.6201476713003,4.9222851483550025,0.48917731911178525,0.6580869821830366,-14,1
0.7721962013942081,429.75437779764127,5.0329005732214895,0.49641354670903604,0.9157174784728034,2,1
0.28699336654472624,395.5625748885928,4.800526100265058,0.48863345968107574,0.6521901368831319,-11,1
0.09141080884997417,277.397803115506,4.422359766885044,0.5123172774731337,0.6042521576151687,-18,0
0.7094182579518389,428.91931463348635,5.047452504203235,0.48781296614440767,0.8604704947476256,0,1
0.17333561655203406,390.7518523172117,5.193349315111127,0.46859555252036234,0.7386926430111814,-18,0
0.846512,418.0,5.001,0.5011,0.982568,4,1
0.5585722857519425,368.3943188073472,5.18872131596018,0.5069885152171127,0.6802746604319886,-4,1
